1,4.16668418,2.542640305
2,4.213066732,2.664980392
3,4.507154184,2.558279377
4,4.111296504,2.28328742
5,5.232845748,1.7599957
6,4.436690739,2.384734425
7,4.587213179,2.390165085
8,4.210878098,1.370119197
9,3.931727381,2.702960233
10,4.674149179,2.454920574
11,4.901127318,2.329955038
12,3.765557776,2.380998885
13,4.500614069,2.016926226
14,4.682804355,2.58047268
15,4.022743094,2.389154341
16,4.332464862,2.472871005
17,4.396084528,2.33965495
18,3.940411143,1.956405106
19,4.934161415,2.054217801
20,4.709947013,2.325390264
21,4.655754731,2.472122283
22,4.349309478,2.360431571
23,4.426916217,2.234729368
24,4.061697312,2.146997117
25,3.875858532,2.166290694
26,4.251564763,1.9978237
27,3.905035587,2.212628853
28,4.137137288,2.273662304
29,4.1808301,2.364114568
30,3.876471757,2.35121291
31,3.891612353,1.986493979
32,4.049510808,2.308884744
33,2.786843307,2.00117827
