1,0.528618391,0.259909714
2,0.358183549,0.154291022
3,0.111518664,0.046568301
4,0.083009445,0.029495268
5,0.079165931,0.028409531
6,0.08312724,0.031093019
7,0.091321195,0.035728834
8,0.089463599,0.03382523
9,0.083085588,0.033492508
10,0.141631985,0.064746951
11,0.09606012,0.047537171
12,0.086712989,0.032473765
1,0.498989612,0.246597525
2,0.393605466,0.118545549
3,0.186133771,0.032615836
5,0.154026467,0.031726247
6,0.142063393,0.030835141
7,0.133316815,0.032953133
8,0.150745481,0.034779687
9,0.144437985,0.02749457
10,0.14462399,0.036274937
11,0.145211035,0.030971789
12,0.141797626,0.027156423
13,0.158224025,0.031226167
14,0.145115298,0.033570787
15,0.142226888,0.032312584
16,0.156917178,0.040217046
