1,11.3095373,5.054114893
2,11.62044932,5.090421176
3,8.566610901,4.118510272
4,11.27372682,4.549713087
6,10.51489309,4.510382576
7,11.11895409,4.540933357
8,10.92474388,4.43504088
9,11.06603181,4.485663533
10,10.72535921,4.416198261
11,10.98981988,4.751446186
12,10.84457651,4.28785457
13,10.82563041,4.59708321
15,10.70927486,4.310323499
16,12.37988608,5.16586898
17,11.53794227,4.631518899
18,11.09304163,4.731527324
19,11.0712711,4.093345947
20,9.886589783,4.322160105
21,10.43041656,3.731077724
22,12.16987246,5.133411949
23,12.63895238,5.719476796
24,11.52922662,4.946712099
25,12.41038016,4.901546078
27,10.76148658,4.317062271
28,10.81416736,4.652494969
29,11.78980922,4.692205452
